child_name,month,ts,dimension,qid_parent,qid_teen,qid_canon,qtext_parent,qtext_teen,type_parent,type_teen,value_parent,value_teen,label_parent,label_teen,free_parent,free_teen,qtext_parent_norm,qtext_teen_norm
Alex Chen,2025-02,2025-02-20 11:27:57.150033,Study Aids,P_LASSI_16,LASSI_16,lassi_16,he/she uses different study strategies for different types of material.,I use different study strategies for different types of material.,multiple_choice,multiple_choice,2.0,4.0,Not very typical of me,Fairly typical of me,,,he she uses different study strategies for different types of material,i use different study strategies for different types of material
Alex Chen,2025-02,2025-02-20 11:27:57.150033,BAS Drive,P_BAS_8,BAS_8,bas_8,"When he/she wants something, he/she usually goes all-out to get it.","When I want something, I usually go all-out to get it.",multiple_choice,multiple_choice,4.0,2.0,Very false for me,Somewhat true for me,,,when he she wants something he she usually goes all out to get it,when i want something i usually go all out to get it
Alex Chen,2025-02,2025-02-20 11:27:57.150033,Family Flexibility,P_FACES_FL1,FACES_FL1,faces_fl1,Family members are able to adjust to changes in family roles and responsibilities.,Family members are able to adjust to changes in family roles and responsibilities.,multiple_choice,multiple_choice,1.0,5.0,Almost never,Almost always,,,family members are able to adjust to changes in family roles and responsibilities,family members are able to adjust to changes in family roles and responsibilities
Alex Chen,2025-02,2025-02-20 11:27:57.150033,Family Cohesion,P_FACES_CO6,FACES_CO6,faces_co6,Family members feel emotionally connected to each other.,Family members feel emotionally connected to each other.,multiple_choice,multiple_choice,2.0,2.0,Rarely,Rarely,,,family members feel emotionally connected to each other,family members feel emotionally connected to each other
Alex Chen,2025-02,2025-02-20 11:27:57.150033,Cooperation,P_SSRS_C_3,SSRS_C_3,ssrs_c_3,He/She puts materials or belongings away when finished.,Puts materials or belongings away when finished.,free_text,free_text,,,,,"I'm feeling quite neutral about this, but I'm open to discussing it.","I'm feeling quite neutral about this, but I'm open to discussing it.",he she puts materials or belongings away when finished,puts materials or belongings away when finished
Alex Chen,2025-02,2025-02-20 11:27:57.150033,Systematicity,P_CCTDI_16,CCTDI_16,cctdi_16,he/she can organize his/her thoughts in a logical manner.,I can organize my thoughts in a logical manner.,free_text,multiple_choice,,1.0,,Strongly disagree,"I'm sometimes unsure, but I'm also trying to find a solution.",,he she can organize his her thoughts in a logical manner,i can organize my thoughts in a logical manner
Alex Chen,2025-02,2025-02-20 11:27:57.150033,Family Flexibility,P_FACES_FL6,FACES_FL6,faces_fl6,Family members are able to accept changes in family structure.,Family members are able to accept changes in family structure.,multiple_choice,multiple_choice,3.0,4.0,Sometimes,Often,,,family members are able to accept changes in family structure,family members are able to accept changes in family structure
Alex Chen,2025-02,2025-02-20 11:27:57.150033,Self-Control,P_SC_3_SELFREG,SC_3_SELFREG,sc_3_selfreg,he/she is able to control his/her impulses.,I am able to control my impulses.,multiple_choice,multiple_choice,5.0,4.0,Strongly agree,Agree,,,he she is able to control his her impulses,i am able to control my impulses
Alex Chen,2025-02,2025-02-20 11:27:57.150033,General,P_ADD_FT_001,T_ADD_FT_001,add_ft_001,Is there anything else you would like to share about your child?,Is there anything else you would like to share about yourself?,free_text,free_text,,,,,"My child is generally happy and healthy, but I notice a slight decline in his mood.",I'm worried about my grades. I've been struggling in my classes.,is there anything else you would like to share about your child,is there anything else you would like to share about yourself
Alex Chen,2025-02,2025-02-20 11:27:57.150033,Imagination,P_IM_1,IM_1,im_1,he/she is able to imagine different possibilities for a situation.,I am able to imagine different possibilities for a situation.,multiple_choice,multiple_choice,4.0,4.0,Agree,Agree,,,he she is able to imagine different possibilities for a situation,i am able to imagine different possibilities for a situation
Alex Chen,2025-02,2025-02-20 11:27:57.150033,Cooperation,P_SSRS_C_2,SSRS_C_2,ssrs_c_2,He/She makes compromises when there is a disagreement.,Makes compromises when there is a disagreement.,multiple_choice,multiple_choice,1.0,2.0,Never,Sometimes,,,he she makes compromises when there is a disagreement,makes compromises when there is a disagreement
Alex Chen,2025-02,2025-02-20 11:27:57.150033,Imagination,P_IM_10,IM_10,im_10,he/she is able to use his/her imagination to achieve his/her goals.,I am able to use my imagination to achieve my goals.,multiple_choice,multiple_choice,2.0,1.0,Disagree,Strongly disagree,,,he she is able to use his her imagination to achieve his her goals,i am able to use my imagination to achieve my goals
Alex Chen,2025-02,2025-02-20 11:27:57.150033,Self-Testing,P_LASSI_8,LASSI_8,lassi_8,he/she tests himself/herself to be sure he/she knows the material he/she has been studying.,I test myself to be sure I know the material I have been studying.,multiple_choice,free_text,4.0,,Fairly typical of me,,,"I'm sometimes unsure, but I'm also trying to find a solution.",he she tests himself herself to be sure he she knows the material he she has been studying,i test myself to be sure i know the material i have been studying
Alex Chen,2025-02,2025-02-20 11:27:57.150033,Daily Living Skills,P_DLS_9,DLS_9,dls_9,he/she has clear goals in daily living skills.,I have clear goals in daily living skills.,multiple_choice,free_text,5.0,,Strongly agree,,,"I'm feeling quite neutral about this, but I'm open to discussing it.",he she has clear goals in daily living skills,i have clear goals in daily living skills
Alex Chen,2025-02,2025-02-20 11:27:57.150033,Resilience,P_CDRISC_16,CDRISC_16,cdrisc_16,he/she does not give up easily.,I do not give up easily.,multiple_choice,multiple_choice,,,Often true,Sometimes true,,,he she does not give up easily,i do not give up easily
Alex Chen,2025-02,2025-02-20 11:27:57.150033,Anger Management,P_CEMS_A_5,CEMS_A_5,cems_a_5,"When he/she is mad, he/she tries to understand why he/she is feeling that way.","When I am mad, I try to understand why I am feeling that way.",multiple_choice,multiple_choice,3.0,1.0,Often,Hardly ever,,,when he she is mad he she tries to understand why he she is feeling that way,when i am mad i try to understand why i am feeling that way
Alex Chen,2025-02,2025-02-20 11:27:57.150033,Analyticity,P_CCTDI_13,CCTDI_13,cctdi_13,he/she can analyze complex information effectively.,I can analyze complex information effectively.,multiple_choice,multiple_choice,1.0,1.0,Strongly disagree,Strongly disagree,,,he she can analyze complex information effectively,i can analyze complex information effectively
Alex Chen,2025-02,2025-02-20 11:27:57.150033,Conflict,P_FES_6,FES_6,fes_6,Family members sometimes get so angry they throw things.,Family members sometimes get so angry they throw things.,multiple_choice,multiple_choice,2.0,4.0,Disagree,Strongly agree,,,family members sometimes get so angry they throw things,family members sometimes get so angry they throw things
Alex Chen,2025-02,2025-02-20 11:27:57.150033,Analyticity,P_AN_3,AN_3,an_3,he/she carefully examines ideas before accepting them.,I carefully examine ideas before accepting them.,multiple_choice,multiple_choice,3.0,5.0,Neutral,Strongly agree,,,he she carefully examines ideas before accepting them,i carefully examine ideas before accepting them
Alex Chen,2025-02,2025-02-20 11:27:57.150033,Family Cohesion,P_FACES_CO12,FACES_CO12,faces_co12,Family members can count on each other for support.,Family members can count on each other for support.,multiple_choice,multiple_choice,4.0,1.0,Often,Almost never,,,family members can count on each other for support,family members can count on each other for support
Alex Chen,2025-02,2025-02-20 11:27:57.150033,Systematicity,P_SY_4,SY_4,sy_4,he/she is diligent in his/her inquiry.,I am diligent in my inquiry.,multiple_choice,multiple_choice,3.0,1.0,Neutral,Strongly disagree,,,he she is diligent in his her inquiry,i am diligent in my inquiry
Alex Chen,2025-02,2025-02-20 11:27:57.150033,Attitude,P_LASSI_20,LASSI_20,lassi_20,he/she has a positive attitude toward school and learning.,I have a positive attitude toward school and learning.,multiple_choice,multiple_choice,1.0,3.0,Not at all typical of me,Somewhat typical of me,,,he she has a positive attitude toward school and learning,i have a positive attitude toward school and learning
Alex Chen,2025-02,2025-02-20 11:27:57.150033,Family Flexibility,P_FACES_FL4,FACES_FL4,faces_fl4,Family members are open to new ideas and ways of doing things.,Family members are open to new ideas and ways of doing things.,multiple_choice,multiple_choice,5.0,5.0,Almost always,Almost always,,,family members are open to new ideas and ways of doing things,family members are open to new ideas and ways of doing things
Alex Chen,2025-02,2025-02-20 11:27:57.150033,Study Aids,P_LASSI_7,LASSI_7,lassi_7,"he/she uses study aids such as summaries, outlines, and study guides.","I use study aids such as summaries, outlines, and study guides.",free_text,multiple_choice,,2.0,,Not very typical of me,"I'm sometimes unsure, but I'm also trying to find a solution.",,he she uses study aids such as summaries outlines and study guides,i use study aids such as summaries outlines and study guides
Alex Chen,2025-02,2025-02-20 11:27:57.150033,Self-Control,P_SC_8,SC_8,sc_8,he/she is able to manage his/her anger appropriately.,I am able to manage my anger appropriately.,multiple_choice,multiple_choice,2.0,1.0,Disagree,Strongly disagree,,,he she is able to manage his her anger appropriately,i am able to manage my anger appropriately
Alex Chen,2025-02,2025-02-20 11:27:57.150033,Open-mindedness,P_CCTDI_11,CCTDI_11,cctdi_11,he/she is willing to consider different viewpoints before making decisions.,I am willing to consider different viewpoints before making decisions.,free_text,multiple_choice,,4.0,,Agree,"I'm maybe a bit anxious, but I'm also trying to be positive.",,he she is willing to consider different viewpoints before making decisions,i am willing to consider different viewpoints before making decisions
Alex Chen,2025-02,2025-02-20 11:27:57.150033,Attitude,P_LASSI_30,LASSI_30,lassi_30,he/she enjoys learning new things.,I enjoy learning new things.,free_text,multiple_choice,,2.0,,Not very typical of me,"I'm sometimes unsure, but I'm also trying to find a solution.",,he she enjoys learning new things,i enjoy learning new things
Alex Chen,2025-02,2025-02-20 11:27:57.150033,Study Aids,P_LASSI_18,LASSI_18,lassi_18,he/she has trouble organizing his/her study materials.,I have trouble organizing my study materials.,multiple_choice,multiple_choice,4.0,4.0,Fairly typical of me,Fairly typical of me,,,he she has trouble organizing his her study materials,i have trouble organizing my study materials
Alex Chen,2025-02,2025-02-20 11:27:57.150033,Regulation of Cognition,P_MAI_RC4,MAI_RC4,mai_rc4,he/she checks his/her understanding as he/she reads.,I check my understanding as I read.,multiple_choice,multiple_choice,5.0,2.0,Strongly agree,Disagree,,,he she checks his her understanding as he she reads,i check my understanding as i read
Alex Chen,2025-02,2025-02-20 11:27:57.150033,Abstract Conceptualization,P_LSI_AC1,LSI_AC1,lsi_ac1,he/she learns best when he/she can rely on logical thinking and ideas.,I learn best when I can rely on logical thinking and ideas.,multiple_choice,multiple_choice,1.0,5.0,Strongly disagree,Strongly agree,,,he she learns best when he she can rely on logical thinking and ideas,i learn best when i can rely on logical thinking and ideas
Alex Chen,2025-02,2025-02-20 11:27:57.150033,Care,P_PBI_C8,PBI_C8,pbi_c8,He/She seemed to understand his/her needs.,My parents seemed to understand my needs.,multiple_choice,multiple_choice,1.0,4.0,Very unlike,Moderately like,,,he she seemed to understand his her needs,my parents seemed to understand my needs
Alex Chen,2025-02,2025-02-20 11:27:57.150033,Social Skills,,T_SOC_FT_001,soc_ft_001,,How do you feel about your social relationships?,,free_text,,,,,,I prefer smaller groups and one-on-one interactions.,,how do you feel about your social relationships
Alex Chen,2025-02,2025-02-20 11:27:57.150033,Family Dynamics,P_FAM_FT_001,,fam_ft_001,How does your child interact with family members?,,free_text,,,,,,My child is very social with family members and enjoys spending time together.,,how does your child interact with family members,
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Socialization,P_SOC_7,SOC_7,soc_7,He/She cooperates with others in group situations.,Cooperates with others in group situations.,multiple_choice,multiple_choice,2.0,2.0,Rarely,Rarely,,,he she cooperates with others in group situations,cooperates with others in group situations
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Compromising,P_CO_1,CO_1,co_1,he/she tries to find a middle course to resolve an impasse.,I try to find a middle course to resolve an impasse.,multiple_choice,multiple_choice,3.0,1.0,Neutral,Strongly disagree,,,he she tries to find a middle course to resolve an impasse,i try to find a middle course to resolve an impasse
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Leadership,P_MLQ_PA1,MLQ_PA1,mlq_pa1,he/she is absent when needed.,I am absent when needed.,multiple_choice,free_text,3.0,,Fairly often,,,"I'm maybe a bit anxious, but I'm also trying to be positive.",he she is absent when needed,i am absent when needed
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Compromising,P_CO_5,CO_5,co_5,he/she tries to find a fair combination of gains and losses for all parties.,I try to find a fair combination of gains and losses for all parties.,multiple_choice,multiple_choice,4.0,5.0,Agree,Strongly agree,,,he she tries to find a fair combination of gains and losses for all parties,i try to find a fair combination of gains and losses for all parties
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Conflict,P_FES_18,FES_18,fes_18,Family members sometimes take sides in arguments.,Family members sometimes take sides in arguments.,multiple_choice,multiple_choice,4.0,3.0,Strongly agree,Agree,,,family members sometimes take sides in arguments,family members sometimes take sides in arguments
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Test Strategies,P_LASSI_19,LASSI_19,lassi_19,he/she practices answering questions to prepare for tests.,I practice answering questions to prepare for tests.,multiple_choice,free_text,4.0,,Fairly typical of me,,,"I'm sometimes unsure, but I'm also trying to find a solution.",he she practices answering questions to prepare for tests,i practice answering questions to prepare for tests
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Well-being,P_WEMWBS_9,WEMWBS_9,wemwbs_9,he/she has been feeling close to other people.,I've been feeling close to other people.,free_text,multiple_choice,,2.0,,Rarely,"I'm maybe a bit anxious, but I'm also trying to be positive.",,he she has been feeling close to other people,i ve been feeling close to other people
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Motor Skills,P_MOTOR_1,MOTOR_1,motor_1,"He/She walks, runs, and climbs stairs without assistance.","Walks, runs, and climbs stairs without assistance.",multiple_choice,free_text,3.0,,Sometimes,,,"I'm sometimes unsure, but I'm also trying to find a solution.",he she walks runs and climbs stairs without assistance,walks runs and climbs stairs without assistance
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Creativity,P_CT_7,CT_7,ct_7,he/she is able to see connections between different ideas.,I am able to see connections between different ideas.,multiple_choice,multiple_choice,4.0,5.0,Agree,Strongly agree,,,he she is able to see connections between different ideas,i am able to see connections between different ideas
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Emotional Symptoms,P_SDQ_16,SDQ_16,sdq_16,he/she is nervous in new situations. he/she easily loses confidence.,I am nervous in new situations. I easily lose confidence.,multiple_choice,multiple_choice,3.0,3.0,Certainly true,Certainly true,,,he she is nervous in new situations he she easily loses confidence,i am nervous in new situations i easily lose confidence
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Time Management,P_LASSI_13,LASSI_13,lassi_13,he/she has trouble managing his/her time effectively.,I have trouble managing my time effectively.,multiple_choice,free_text,5.0,,Very much typical of me,,,"I'm maybe a bit anxious, but I'm also trying to be positive.",he she has trouble managing his her time effectively,i have trouble managing my time effectively
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Conduct Problems,P_SDQ_5,SDQ_5,sdq_5,he/she gets very angry and often lose his/her temper.,I get very angry and often lose my temper.,free_text,multiple_choice,,1.0,,Not true,"I'm maybe a bit anxious, but I'm also trying to be positive.",,he she gets very angry and often lose his her temper,i get very angry and often lose my temper
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Truth-seeking,P_TS_4,TS_4,ts_4,he/she values the pursuit of truth above being right.,I value the pursuit of truth above being right.,multiple_choice,free_text,2.0,,Disagree,,,"I'm feeling quite neutral about this, but I'm open to discussing it.",he she values the pursuit of truth above being right,i value the pursuit of truth above being right
Alex Chen,2025-04,2025-04-10 11:27:57.183544,BIS,P_BAS_14,BAS_14,bas_14,he/she feels worried when he/she thinks he/she has done poorly at something important.,I feel worried when I think I have done poorly at something important.,multiple_choice,multiple_choice,3.0,1.0,Somewhat false for me,Very true for me,,,he she feels worried when he she thinks he she has done poorly at something important,i feel worried when i think i have done poorly at something important
Alex Chen,2025-04,2025-04-10 11:27:57.183544,BIS,P_BAS_2,BAS_2,bas_2,"Even if something bad is about to happen to him/her, he/she rarely experience fear or nervousness.","Even if something bad is about to happen to me, I rarely experience fear or nervousness.",multiple_choice,multiple_choice,2.0,3.0,Somewhat true for me,Somewhat false for me,,,even if something bad is about to happen to him her he she rarely experience fear or nervousness,even if something bad is about to happen to me i rarely experience fear or nervousness
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Socialization,P_SOC_4,SOC_4,soc_4,He/She handles disagreements with peers appropriately.,Handles disagreements with peers appropriately.,multiple_choice,multiple_choice,3.0,5.0,Sometimes,Always,,,he she handles disagreements with peers appropriately,handles disagreements with peers appropriately
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Well-being,P_WEMWBS_6,WEMWBS_6,wemwbs_6,he/she has been dealing with problems well.,I've been dealing with problems well.,multiple_choice,multiple_choice,1.0,2.0,None of the time,Rarely,,,he she has been dealing with problems well,i ve been dealing with problems well
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Approach-Avoidance Style,P_PSI_AAS7,PSI_AAS7,psi_aas7,he/she prefers to solve problems quickly rather than carefully.,I prefer to solve problems quickly rather than carefully.,multiple_choice,free_text,3.0,,Neutral,,,"I'm maybe a bit anxious, but I'm also trying to be positive.",he she prefers to solve problems quickly rather than carefully,i prefer to solve problems quickly rather than carefully
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Time Management,P_LASSI_2,LASSI_2,lassi_2,he/she finds it hard to stick to a study schedule.,I find it hard to stick to a study schedule.,free_text,free_text,,,,,"I'm maybe a bit anxious, but I'm also trying to be positive.","I'm maybe a bit anxious, but I'm also trying to be positive.",he she finds it hard to stick to a study schedule,i find it hard to stick to a study schedule
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Leadership,P_MLQ_TR5,MLQ_TR5,mlq_tr5,he/she keeps track of all mistakes.,I keep track of all mistakes.,multiple_choice,multiple_choice,3.0,0.0,Fairly often,Not at all,,,he she keeps track of all mistakes,i keep track of all mistakes
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Motor Skills,P_MOTOR_5,MOTOR_5,motor_5,He/She demonstrates balance and coordination in physical activities.,Demonstrates balance and coordination in physical activities.,multiple_choice,multiple_choice,5.0,5.0,Always,Always,,,he she demonstrates balance and coordination in physical activities,demonstrates balance and coordination in physical activities
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Involvement,P_PCRI_INV3,PCRI_INV3,pcri_inv3,I participate in my child's school activities.,My parents participate in my school activities.,multiple_choice,multiple_choice,2.0,3.0,Disagree,Neutral,,,i participate in my child s school activities,my parents participate in my school activities
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Creativity,P_CT_5,CT_5,ct_5,he/she is able to thinks of new and original ideas.,I am able to think of new and original ideas.,free_text,multiple_choice,,2.0,,Disagree,"I'm sometimes unsure, but I'm also trying to find a solution.",,he she is able to thinks of new and original ideas,i am able to think of new and original ideas
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Evaluation,P_CTQ_20,CTQ_20,ctq_20,he/she can reflect on his/her own thinking and improve it.,I can reflect on my own thinking and improve it.,multiple_choice,multiple_choice,4.0,5.0,Agree,Strongly agree,,,he she can reflect on his her own thinking and improve it,i can reflect on my own thinking and improve it
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Awareness,P_DERS_AW2,DERS_AW2,ders_aw2,he/she pay attention to how he/she feels.,I pay attention to how I feel.,free_text,free_text,,,,,"I'm feeling quite neutral about this, but I'm open to discussing it.","I'm feeling quite neutral about this, but I'm open to discussing it.",he she pay attention to how he she feels,i pay attention to how i feel
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Conflict,P_FES_9,FES_9,fes_9,Family members sometimes hit each other.,Family members sometimes hit each other.,multiple_choice,multiple_choice,4.0,1.0,Strongly agree,Strongly disagree,,,family members sometimes hit each other,family members sometimes hit each other
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Compromising,P_CO_4,CO_4,co_4,he/she proposes a middle ground for breaking deadlocks.,I propose a middle ground for breaking deadlocks.,multiple_choice,multiple_choice,5.0,5.0,Strongly agree,Strongly agree,,,he she proposes a middle ground for breaking deadlocks,i propose a middle ground for breaking deadlocks
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Truth-seeking,P_TS_2,TS_2,ts_2,"he/she is eager to seek the truth, even if it goes against his/her beliefs.","I am eager to seek the truth, even if it goes against my beliefs.",multiple_choice,multiple_choice,3.0,1.0,Neutral,Strongly disagree,,,he she is eager to seek the truth even if it goes against his her beliefs,i am eager to seek the truth even if it goes against my beliefs
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Approach-Avoidance Style,P_PSI_AAS2,PSI_AAS2,psi_aas2,he/she enjoys tackling problems head-on.,I enjoy tackling problems head-on.,free_text,multiple_choice,,2.0,,Disagree,"I'm feeling quite neutral about this, but I'm open to discussing it.",,he she enjoys tackling problems head on,i enjoy tackling problems head on
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Personal Distress,P_IRI_PD5,IRI_PD5,iri_pd5,"In emergency situations, he/she feels apprehensive and ill-at-ease.","In emergency situations, I feel apprehensive and ill-at-ease.",multiple_choice,multiple_choice,3.0,4.0,Describes him/her well,Describes me very well,,,in emergency situations he she feels apprehensive and ill at ease,in emergency situations i feel apprehensive and ill at ease
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Well-being,P_WEMWBS_13,WEMWBS_13,wemwbs_13,he/she has been interested in new things.,I've been interested in new things.,free_text,multiple_choice,,4.0,,Often,"I'm sometimes unsure, but I'm also trying to find a solution.",,he she has been interested in new things,i ve been interested in new things
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Socialization,P_SOC_5,SOC_5,soc_5,He/She engages in age-appropriate leisure activities.,Engages in age-appropriate leisure activities.,multiple_choice,multiple_choice,3.0,2.0,Sometimes,Rarely,,,he she engages in age appropriate leisure activities,engages in age appropriate leisure activities
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Evaluation,P_CTQ_7,CTQ_7,ctq_7,he/she can make decisions based on evidence rather than opinions.,I can make decisions based on evidence rather than opinions.,multiple_choice,multiple_choice,3.0,2.0,Neutral,Disagree,,,he she can make decisions based on evidence rather than opinions,i can make decisions based on evidence rather than opinions
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Personal Distress,P_IRI_PD1,IRI_PD1,iri_pd1,Being in a tense emotional situation scares him/her.,Being in a tense emotional situation scares me.,multiple_choice,multiple_choice,4.0,2.0,Describes him/her very well,Describes me somewhat,,,being in a tense emotional situation scares him her,being in a tense emotional situation scares me
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Awareness,P_DERS_AW3,DERS_AW3,ders_aw3,he/she is aware of his/her emotions as he/she experiences them.,I am aware of my emotions as I experience them.,multiple_choice,multiple_choice,3.0,3.0,About half the time,About half the time,,,he she is aware of his her emotions as he she experiences them,i am aware of my emotions as i experience them
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Time Management,P_LASSI_22,LASSI_22,lassi_22,he/she procrastinates when it comes to studying.,I procrastinate when it comes to studying.,multiple_choice,multiple_choice,3.0,1.0,Somewhat typical of me,Not at all typical of me,,,he she procrastinates when it comes to studying,i procrastinate when it comes to studying
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Truth-seeking,P_TS_3,TS_3,ts_3,he/she is willing to change his/her mind when evidence shows he/she is wrong.,I am willing to change my mind when evidence shows I am wrong.,multiple_choice,multiple_choice,2.0,5.0,Disagree,Strongly agree,,,he she is willing to change his her mind when evidence shows he she is wrong,i am willing to change my mind when evidence shows i am wrong
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Open-mindedness,P_OM_3,OM_3,om_3,he/she is willing to listen to opinions different from his/her own.,I am willing to listen to opinions different from my own.,multiple_choice,multiple_choice,3.0,5.0,Neutral,Strongly agree,,,he she is willing to listen to opinions different from his her own,i am willing to listen to opinions different from my own
Alex Chen,2025-04,2025-04-10 11:27:57.183544,General,P_ADD_FT_001,T_ADD_FT_001,add_ft_001,Is there anything else you would like to share about your child?,Is there anything else you would like to share about yourself?,free_text,free_text,,,,,"I'm not sure if my child is experiencing any mental health issues, but I'm worried about his behavior.",I'm not sure how to handle the stress of school and family life.,is there anything else you would like to share about your child,is there anything else you would like to share about yourself
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Conduct Problems,P_SDQ_12,SDQ_12,sdq_12,he/she fights a lot. he/she can make other people does what he/she wants.,I fight a lot. I can make other people do what I want.,multiple_choice,multiple_choice,2.0,3.0,Somewhat true,Certainly true,,,he she fights a lot he she can make other people does what he she wants,i fight a lot i can make other people do what i want
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Motor Skills,P_MOTOR_3,MOTOR_3,motor_3,He/She catches and throws a ball accurately.,Catches and throws a ball accurately.,multiple_choice,multiple_choice,4.0,5.0,Often,Always,,,he she catches and throws a ball accurately,catches and throws a ball accurately
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Awareness,P_DERS_AW4,DERS_AW4,ders_aw4,he/she notices his/her feelings when they happen.,I notice my feelings when they happen.,multiple_choice,multiple_choice,2.0,4.0,Sometimes,Most of the time,,,he she notices his her feelings when they happen,i notice my feelings when they happen
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Social Skills,P_PCRI_COM2,PCRI_COM2,pcri_com2,My child and I communicate well with each other.,My parents and I communicate well with each other.,multiple_choice,multiple_choice,5.0,2.0,Strongly agree,Disagree,,,my child and i communicate well with each other,my parents and i communicate well with each other
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Test Strategies,P_LASSI_26,LASSI_26,lassi_26,he/she uses effective test-taking strategies.,I use effective test-taking strategies.,multiple_choice,multiple_choice,2.0,4.0,Not very typical of me,Fairly typical of me,,,he she uses effective test taking strategies,i use effective test taking strategies
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Emotional Symptoms,P_SDQ_24,SDQ_24,sdq_24,"he/she has many fears, he/she is easily scared.","I have many fears, I am easily scared.",free_text,multiple_choice,,1.0,,Not true,"I'm sometimes unsure, but I'm also trying to find a solution.",,he she has many fears he she is easily scared,i have many fears i am easily scared
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Open-mindedness,P_OM_2,OM_2,om_2,he/she is willing to consider alternative perspectives.,I am willing to consider alternative perspectives.,multiple_choice,multiple_choice,1.0,1.0,Strongly disagree,Strongly disagree,,,he she is willing to consider alternative perspectives,i am willing to consider alternative perspectives
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Creativity,P_CT_10,CT_10,ct_10,he/she is able to express his/her ideas clearly.,I am able to express my ideas clearly.,multiple_choice,multiple_choice,4.0,3.0,Agree,Neutral,,,he she is able to express his her ideas clearly,i am able to express my ideas clearly
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Evaluation,P_CTQ_4,CTQ_4,ctq_4,he/she can evaluate whether an argument is strong or weak.,I can evaluate whether an argument is strong or weak.,multiple_choice,multiple_choice,3.0,4.0,Neutral,Agree,,,he she can evaluate whether an argument is strong or weak,i can evaluate whether an argument is strong or weak
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Emotional Symptoms,P_SDQ_3,SDQ_3,sdq_3,"he/she gets a lot of headaches, stomach-aches or sickness.","I get a lot of headaches, stomach-aches or sickness.",multiple_choice,multiple_choice,2.0,2.0,Somewhat true,Somewhat true,,,he she gets a lot of headaches stomach aches or sickness,i get a lot of headaches stomach aches or sickness
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Involvement,P_PCRI_INV4,PCRI_INV4,pcri_inv4,I know my child's friends and their parents.,My parents know my friends and their parents.,multiple_choice,multiple_choice,2.0,5.0,Disagree,Strongly agree,,,i know my child s friends and their parents,my parents know my friends and their parents
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Approach-Avoidance Style,P_PSI_AAS5,PSI_AAS5,psi_aas5,he/she likes to take his/her time when solving problems.,I like to take my time when solving problems.,multiple_choice,multiple_choice,5.0,3.0,Strongly agree,Neutral,,,he she likes to take his her time when solving problems,i like to take my time when solving problems
Alex Chen,2025-04,2025-04-10 11:27:57.183544,Open-mindedness,P_CCTDI_11,CCTDI_11,cctdi_11,he/she is willing to consider different viewpoints before making decisions.,I am willing to consider different viewpoints before making decisions.,multiple_choice,multiple_choice,1.0,4.0,Strongly disagree,Agree,,,he she is willing to consider different viewpoints before making decisions,i am willing to consider different viewpoints before making decisions
